road_id,idle_driver_count
"(436868136, 2825875078)",3
"(2141616543, 2142681442)",2
"(2141616456, 436868136)",2
"(5294397120, 2141596006)",1
"(2141616524, 2141616465)",1
"(798566745, 2141616520)",1
"(2938354331, 2141616543)",1
"(2141616539, 798566746)",1
"(3849185769, 3414087837)",3
"(798566883, 798566745)",1
"(436787403, 6518505517)",4
"(6518505517, 436787397)",6
"(436787397, 2108483908)",1
"(2311111185, 1102223725)",2
"(2589865687, 2589865684)",3
"(436787397, 6518505517)",5
"(2311111185, 2830637806)",1
"(5164746899, 2108483908)",2
"(829673769, 2589865684)",4
"(2589865684, 829673769)",2
"(6518505517, 436787403)",3
"(6518505517, 436685904)",1
"(2108483908, 1784377384)",2
"(436787403, 1102223725)",1
"(1102223725, 2311111185)",1
"(2830637806, 2311111185)",2
"(2589865684, 2316629795)",2
"(829673769, 2316629795)",1
"(1102223725, 436787403)",1
"(2316629795, 2589865688)",1
"(2108483908, 5164746899)",1
"(1784377384, 2108483908)",1
"(2108483908, 436787397)",1
"(2316629795, 2589865684)",1
"(436876095, 436876120)",3
"(436852348, 3669460665)",1
"(2279755242, 436864403)",1
"(436831674, 436831672)",1
"(436882836, 436879619)",1
"(436842551, 2279755237)",2
"(3669460665, 436852348)",1
"(3839608428, 3669460665)",2
"(414688062, 436866103)",1
"(436852348, 2279755237)",1
"(436879619, 436882836)",1
"(436866103, 414688062)",1
"(436831672, 2279755242)",2
"(2279755242, 436842486)",1
"(436831674, 436831697)",1
"(436875608, 436882836)",1
"(436833574, 414688062)",1
"(436866103, 436842535)",2
"(436875608, 436831674)",2
"(436842522, 436842486)",1
"(436876120, 436842535)",1
"(414688062, 436833574)",1
"(3839608428, 436833574)",2
"(3840005857, 436852348)",1
"(436842551, 3669460665)",1
"(436842535, 436842551)",1
"(436842522, 436842535)",2
"(436879619, 2279755242)",1
"(2279755237, 436833545)",1
"(436833574, 436842551)",1
"(436819975, 436831674)",1
"(436879619, 436876120)",1
"(2279755242, 436879619)",1
"(436866103, 436833574)",1
"(3669460665, 436842551)",2
"(436831697, 436876095)",1
"(436842535, 436866103)",1
"(436852348, 3840005857)",1
"(2279755237, 436852348)",1
"(414683351, 436832695)",2
"(436821300, 436832695)",2
"(1103903429, 1327540050)",2
"(414683351, 2690921850)",3
"(414683351, 1327540050)",2
"(2691141882, 601703948)",1
"(2690921850, 414683351)",4
"(2691141882, 4875096512)",3
"(436832695, 414683351)",2
"(2690921890, 2690921895)",4
"(436832695, 436844807)",1
"(2691141882, 414683351)",2
"(4875096512, 2691141882)",2
"(436844807, 436832695)",2
"(601704037, 2690921890)",1
"(436844807, 2691141882)",4
"(1327540050, 1103903429)",3
"(2690921895, 601637084)",2
"(414683351, 2691141882)",2
"(436821289, 436821300)",1
"(436832695, 436821289)",2
"(601704037, 436844807)",1
"(436832695, 436821300)",1
"(436794166, 5209314076)",2
"(436856609, 5209314076)",2
"(5209314076, 436794166)",2
"(5209069968, 3841490275)",3
"(3841490275, 3841490572)",4
"(5937708490, 5209069968)",3
"(436856609, 3841490572)",4
"(5127675715, 5127675723)",2
"(5209314076, 3841490275)",4
"(436856609, 5209314050)",1
"(436856576, 3841639382)",2
"(3841490275, 5127675723)",1
"(5127675708, 5209314050)",2
"(5351043341, 5127675708)",2
"(5127675723, 5937708490)",2
"(5209069968, 5351043341)",1
"(3841490572, 436856609)",1
"(3841639382, 436856576)",2
"(3841639382, 3841490572)",2
"(3841490572, 3841639382)",1
"(5209069968, 5209314076)",2
"(5209314076, 436856609)",1
"(3841490572, 3841490275)",1
"(436537890, 6645741135)",3
"(436257601, 3854944914)",4
"(6645741135, 6645741138)",6
"(436537890, 436538820)",5
"(436257619, 436257613)",3
"(436257181, 436257613)",2
"(436257619, 436257601)",3
"(436257045, 436257601)",5
"(6645741138, 1936512422)",3
"(436257601, 436257619)",2
"(3854944914, 436257601)",1
"(414919997, 436537890)",2
"(436537890, 414919997)",2
"(6645741138, 436537890)",3
"(436538820, 436537890)",1
"(1936512422, 6645741138)",2
"(436761975, 3854944923)",2
"(436538776, 3854944904)",4
"(2111825358, 436538776)",2
"(3854944923, 3854944914)",3
"(3854944914, 436761956)",4
"(436761947, 436761956)",5
"(1936512422, 3854955163)",1
"(3854944904, 3854944914)",3
"(436761947, 3854955163)",2
"(2111825358, 436832627)",3
"(436538776, 2111825358)",1
"(436761975, 3854944904)",2
"(436761956, 436761947)",3
"(436832627, 2111825358)",2
"(3854944904, 436538776)",2
"(3854955163, 1936512422)",3
"(3854944923, 436761975)",2
"(436538776, 3854955163)",1
"(3854944914, 3854944904)",1
"(3960192719, 4519419871)",3
"(5859975096, 859696141)",3
"(5255169119, 859696141)",2
"(5262149326, 5859975131)",1
"(5262147982, 5861301196)",1
"(2849867758, 5861301192)",3
"(2576727750, 2849867723)",3
"(2849867732, 2849867723)",1
"(2576727750, 2849867740)",2
"(436690738, 3960192719)",1
"(2576727750, 5861301192)",1
"(5861301086, 4519419871)",1
"(859696141, 5859975022)",2
"(4636467647, 4636467626)",3
"(2849867758, 2849867740)",3
"(4519419871, 2849867723)",1
"(4636467647, 4636467639)",1
"(4636467639, 4636467647)",1
"(5861301196, 2576727750)",1
"(859696141, 5255169119)",1
"(1808903590, 4636467626)",1
"(2849867723, 5255169119)",1
"(2849867740, 2576727750)",1
"(2849867732, 2849867740)",1
"(5861301192, 2849867758)",1
"(2849867740, 2849867758)",1
"(5262147982, 5859975131)",2
"(4519419871, 3960192719)",1
"(4519419871, 4636467626)",1
"(4519419871, 5255169119)",1
"(4679959427, 1784807701)",1
"(4679959434, 1784807704)",3
"(4679959434, 1784807701)",2
"(1784807695, 1784807698)",1
"(2153572328, 5208786857)",2
"(1784807701, 4679959427)",1
"(5273913997, 2957033634)",1
"(5273913997, 5208786857)",1
"(4679959431, 1784807705)",1
"(4743188382, 845976069)",2
"(5208786857, 1784807695)",2
"(845976069, 1784807705)",2
"(1784807704, 2281066486)",1
"(845893467, 5273914009)",1
"(1784807704, 2957033634)",2
"(2957033634, 5273913997)",1
"(5273913997, 2281066485)",1
"(1784807698, 4679959434)",1
"(4679959431, 436855525)",1
"(5273914009, 845893341)",1
"(1784807701, 4679959431)",2
"(2281066485, 5273913997)",1
"(436855525, 4679959431)",2
"(1784807701, 4679959434)",1
"(5208786857, 5273914009)",1
"(2957033634, 2281066486)",2
"(1784807705, 4679959431)",1
"(845976069, 5208786857)",2
"(1784807705, 845976069)",1
"(1784807695, 845976069)",1
"(1784807698, 1784807695)",1
"(1784807705, 4679959427)",1
"(2281066485, 2957033634)",1
"(6269230216, 446007780)",6
"(3009804543, 436817367)",6
"(436817367, 436879157)",6
"(446007780, 6269230216)",5
"(6269230216, 436817367)",4
"(6269230216, 436252232)",4
"(436879157, 436817367)",5
"(436249472, 6269230216)",4
"(436817367, 3009804543)",4
"(436817367, 6269230216)",1
"(5262196436, 1814802115)",1
"(1814802176, 414902575)",2
"(1808903741, 1808903525)",1
"(5569088765, 5299419317)",2
"(1808903726, 436679391)",1
"(1808903645, 1808903396)",2
"(5569088765, 436679391)",1
"(1000489114, 1808903741)",3
"(5299419317, 5569088765)",1
"(1814802236, 5262196436)",1
"(414902575, 5262196436)",2
"(1808903741, 1814802236)",2
"(1808903645, 1808903726)",1
"(1814802115, 1814802176)",1
"(1808903396, 1000489114)",2
"(1808903741, 1000489114)",2
"(5262196436, 1814802236)",1
"(1814802176, 1814802115)",1
"(4684611438, 1808903726)",2
"(1000489114, 1808903508)",1
"(1808903421, 5141276694)",2
"(414902575, 436679391)",2
"(1808903600, 1808903421)",1
"(1808903396, 4733077225)",1
"(1808903421, 1808903600)",2
"(5141276694, 1808903421)",1
"(4684611437, 1808903726)",1
"(414902575, 1814802176)",1
"(1000489114, 1808903421)",2
"(436679391, 1808903726)",1
"(436679391, 414902575)",1
"(414686066, 436832650)",4
"(436856038, 5939190709)",6
"(436856005, 5939190724)",1
"(436856005, 4349325285)",2
"(5939190709, 5939190724)",9
"(414686066, 4349325289)",1
"(5939190724, 5939190709)",3
"(4349325285, 436856005)",4
"(4349325285, 4349325289)",4
"(436832650, 414686066)",3
"(5939190724, 2305266970)",3
"(5939190724, 436856005)",1
"(4349325289, 4349325285)",1
"(4349325289, 414686066)",1
"(5939190709, 436856038)",1
"(436794166, 436794125)",2
"(436880925, 436880977)",3
"(436855572, 298310984)",3
"(436855455, 1939144083)",2
"(5194568310, 436880925)",1
"(436844808, 436827650)",1
"(1939144083, 5194568310)",2
"(436855555, 298310984)",1
"(436855572, 436855590)",1
"(436855455, 436855572)",3
"(436855590, 436844808)",2
"(298310984, 436855257)",2
"(436880977, 436794125)",3
"(436880977, 436880925)",2
"(436844901, 436855279)",2
"(436827650, 436855257)",3
"(436827650, 436844901)",1
"(436844901, 436827650)",2
"(436855279, 436855257)",1
"(436794125, 436880977)",1
"(436794125, 436794166)",1
"(436855279, 436794125)",1
"(436855590, 436855572)",1
"(436827650, 436844808)",1
"(436855257, 436827650)",1
"(1939144083, 436855455)",1
"(2089708214, 2089705059)",1
"(2352785219, 2089674025)",1
"(2089705059, 2089706303)",2
"(2352785221, 2089674025)",2
"(4496038673, 2089705054)",2
"(2352785212, 2089674025)",3
"(2089674025, 2352785219)",1
"(2352785208, 6026387435)",2
"(2089674025, 2352785212)",3
"(414688938, 2352785208)",2
"(437306447, 2352785208)",1
"(2352785208, 2089708214)",2
"(2089705070, 2089705054)",2
"(2089705019, 2089705054)",1
"(437298375, 437298373)",1
"(4496038640, 2089705059)",1
"(2089708214, 2352785208)",1
"(2352785208, 4496038640)",2
"(2088591238, 437298375)",1
"(437306447, 6026387435)",2
"(2089706303, 437298373)",1
"(2089706303, 2089705059)",1
"(6026387435, 437306447)",1
"(2089708214, 2089705019)",1
"(2352785219, 2089705062)",1
"(4496038673, 437298375)",2
"(4496038640, 2352785208)",1
"(414688938, 2089706303)",1
"(2089674025, 2352785221)",1
"(2300699381, 2300699380)",2
"(1988538614, 850491938)",1
"(1795220816, 2826125388)",1
"(850491938, 1988538614)",4
"(2120533475, 2300699381)",2
"(6926999235, 2108483952)",1
"(2826125388, 2290646439)",1
"(2120533475, 2108483952)",2
"(2300699381, 2120533475)",1
"(414693509, 414693506)",1
"(850491891, 850491938)",2
"(414693712, 414693780)",2
"(2108483952, 6926999235)",2
"(2120533475, 850491770)",1
"(1795220816, 2826125372)",2
"(2290646439, 414693506)",2
"(6926999235, 1988538614)",1
"(414693780, 414693506)",1
"(2521861059, 2290646439)",1
"(2290646439, 414693509)",1
"(414693509, 2290646439)",1
"(850491938, 850491891)",1
"(1988538614, 414693780)",2
"(414693509, 2826347693)",2
"(2300699381, 1795220816)",1
"(1988538614, 6926999235)",1
"(414693506, 414693509)",1
"(2826125372, 1795220816)",1
"(2300699380, 2300699381)",1
"(2826347693, 414693509)",1
"(1939144192, 5219803722)",2
"(436868085, 414686052)",2
"(5219803722, 436870403)",2
"(1936512013, 3830773229)",3
"(414686052, 436868085)",1
"(436868111, 3830773343)",1
"(436870403, 5219803722)",1
"(3831106933, 436868111)",1
"(414686052, 436881889)",1
"(5219803722, 1936512013)",3
"(3830773229, 1936512013)",3
"(436868085, 436883188)",1
"(436868111, 3831106933)",1
"(3831106682, 2280098254)",3
"(2280098254, 3831106682)",1
"(436870403, 4159834912)",2
"(436868111, 436868085)",1
"(5219803722, 4159834912)",2
"(2280098254, 436883188)",1
"(1936512013, 5219803722)",1
"(436860043, 436718831)",2
"(436868085, 436868111)",1
"(436718831, 436860043)",1
"(3830773343, 436868111)",1
"(436881889, 414686052)",2
"(436854587, 3830773343)",1
"(4159834912, 5219803722)",1
"(436883188, 2280098254)",1
"(2588080862, 2588080849)",2
"(436660784, 2453013797)",3
"(2588080862, 2588080847)",4
"(4656577853, 414693808)",1
"(414693808, 850575739)",2
"(414693815, 2588080847)",2
"(2588080847, 436660756)",2
"(2588080847, 414693815)",1
"(608348082, 850444875)",1
"(2588080849, 2588080847)",2
"(414693808, 436660784)",1
"(436660784, 2588080862)",4
"(850444875, 4656214370)",2
"(436660756, 2588080847)",3
"(414693808, 2588080863)",1
"(436660784, 414693808)",2
"(414693808, 2453013797)",3
"(414693814, 436660784)",2
"(2588080847, 2588080862)",1
"(850575739, 414693808)",1
"(2453013797, 414693808)",1
"(5353306629, 4656577853)",1
"(3840223520, 3865357548)",2
"(2108483911, 2588616188)",1
"(436960147, 6344600604)",2
"(2565242612, 3865357503)",1
"(2565242612, 4663652176)",1
"(436944357, 2588616242)",1
"(1784377384, 2589332541)",2
"(6344600604, 436960147)",2
"(2589332550, 436960147)",2
"(2588616188, 2588616209)",1
"(2588616209, 3865357503)",3
"(3865357503, 2588616209)",2
"(3865357548, 3840223520)",1
"(4527468080, 4527468078)",2
"(2588616221, 2588616209)",2
"(2589332550, 2589332541)",1
"(2588616188, 436944357)",4
"(2588616209, 2588616188)",1
"(3865357503, 2565242612)",2
"(2588616221, 436960147)",1
"(2565242612, 2589332541)",1
"(2588616242, 436944357)",1
"(2589332541, 1784377384)",1
"(2589332550, 1784377384)",1
"(3865357548, 2588616221)",1
"(4663652176, 4527468078)",1
"(2588616242, 2588616221)",1
"(436960147, 2589332550)",1
"(436852386, 414688062)",3
"(436857099, 414688062)",2
"(436852386, 4156274094)",2
"(436852405, 436857099)",5
"(436852409, 436852405)",2
"(414688062, 436852386)",2
"(414688062, 436857099)",2
"(436852409, 436857099)",2
"(436857099, 436852405)",5
"(3839573917, 436852386)",1
"(436852405, 436852409)",1
"(436857099, 3839573917)",4
"(3841553292, 4634419671)",2
"(4635761658, 436857099)",2
"(436857099, 4635761658)",3
"(3839573917, 436857099)",2
"(436852409, 3841553292)",1
"(353191939, 3960713562)",2
"(3967140662, 3967140668)",1
"(3960713562, 3960713563)",1
"(3967140681, 1658690242)",1
"(452544952, 353191939)",2
"(3967140668, 3967140662)",1
"(1658690197, 601792701)",1
"(4125246431, 3967140688)",1
"(3967140668, 5611572603)",1
"(1658690197, 452545045)",3
"(353191939, 452544952)",2
"(3754862204, 437305590)",1
"(353191938, 452545141)",1
"(806428914, 806428604)",2
"(452545141, 353191938)",1
"(5611572603, 3967140662)",2
"(4125246434, 452545045)",1
"(452545143, 3960713563)",2
"(1658690197, 1658690195)",1
"(452545141, 2858519247)",1
"(3967140662, 5611572603)",1
"(1658690229, 3252208365)",1
"(452544952, 2858519247)",2
"(3967140688, 1658690242)",1
"(3967140688, 4125246431)",1
"(1658690242, 1658690229)",1
"(1658690242, 3967140688)",1
"(452545045, 3960713562)",1
"(3967140681, 5611572603)",1
"(1658690229, 1658690242)",1
"(3252208365, 3252208378)",1
"(3960713562, 353191939)",1
"(5754431058, 2141596017)",2
"(2142060299, 2142060300)",2
"(5754431058, 2141595991)",3
"(2141616459, 2141616435)",2
"(4695045529, 4692344326)",5
"(436881138, 436824835)",1
"(5319292647, 2142060295)",1
"(436824835, 436881138)",1
"(2141595991, 5754431058)",4
"(436847628, 436824835)",2
"(2141616446, 2141616476)",1
"(2141616476, 2142060310)",2
"(436693474, 436824835)",2
"(436881138, 5319292647)",1
"(436693474, 414683333)",1
"(414683333, 436693474)",1
"(2141595991, 2141596012)",1
"(436824835, 436847628)",1
"(2141596017, 2141595991)",1
"(2141616435, 2141616456)",2
"(436824835, 436693474)",2
"(2141616430, 2141616446)",1
"(4692344326, 4692344325)",1
"(3958794760, 5318435358)",1
"(5313567868, 5318435358)",1
"(5318435358, 3958794760)",1
"(5313567872, 5318435358)",3
"(6789544587, 4662808662)",2
"(436691507, 4662808662)",2
"(4278630700, 5313567858)",3
"(4662808662, 846808281)",3
"(5313567861, 5313567858)",2
"(846808318, 436843853)",1
"(846808318, 4662808659)",3
"(3634017594, 436691507)",2
"(4278630700, 5313567882)",2
"(846808281, 6789544588)",2
"(5313567864, 4662808662)",1
"(3782838166, 846808318)",3
"(4662808662, 436691507)",1
"(436691507, 3634017594)",2
"(4662808662, 436843853)",1
"(5313567861, 5313567864)",2
"(4662808662, 4662808659)",1
"(414685254, 436852766)",2
"(436815733, 436852766)",4
"(436677823, 1000481414)",5
"(436852766, 2934404607)",1
"(446007780, 436677823)",2
"(436852766, 414685254)",4
"(6269230216, 436677823)",2
"(2934404606, 414685254)",3
"(2934404607, 436852766)",3
"(1000481414, 436844328)",1
"(5915757376, 414685254)",1
"(436855495, 436852766)",1
"(436844328, 1000481414)",2
"(436677823, 6269230216)",2
"(436677823, 446007780)",2
"(414685254, 5915757376)",1
"(2934404606, 2934404607)",1
"(436852766, 436855495)",1
"(5261663943, 436957941)",2
"(436957941, 5261663943)",1
"(436690738, 1810880152)",1
"(1810880008, 1810880165)",3
"(2849867732, 2576799553)",1
"(5261663943, 436679226)",1
"(2576799553, 2849867732)",1
"(5858997882, 5844945649)",1
"(498837378, 1812112753)",1
"(1810879869, 1810880223)",2
"(1808903672, 2849867708)",2
"(859696349, 1808903672)",1
"(436249299, 2849867718)",1
"(498837707, 436249299)",2
"(5861324531, 5844945649)",1
"(2576799554, 2576799558)",1
"(2849867718, 2849867812)",1
"(1810880152, 1810879869)",1
"(2576799558, 2576799554)",2
"(436957941, 5844945649)",1
"(1812112753, 1810880165)",1
"(859696349, 436679226)",1
"(2849867732, 5861301086)",1
"(1810880165, 1810880186)",1
"(1812112753, 1810880223)",2
"(5861324531, 5861301086)",2
"(5861301164, 5861301086)",1
"(1810880186, 436690738)",1
"(436679226, 859696349)",1
"(2356794755, 2294474194)",1
"(4872587553, 2356794755)",5
"(2294474219, 2358143331)",2
"(2356794755, 2690921850)",1
"(2294474268, 2294474327)",1
"(2294474299, 600597371)",2
"(4608159726, 4872587553)",1
"(2294474226, 2356794755)",1
"(2356794742, 600597371)",1
"(2294474297, 2697134710)",1
"(4872587014, 2356794755)",3
"(4874729730, 2294474293)",2
"(2294474219, 2294474327)",2
"(4872587534, 2356794755)",3
"(2697134701, 2294474293)",1
"(2690921850, 2356794755)",1
"(2697134710, 2697151022)",2
"(4874729795, 2294474297)",1
"(4872587553, 4872587534)",1
"(2294474194, 2356794743)",1
"(2294474246, 2294474226)",1
"(2294474194, 2294474299)",1
"(2356794755, 4872587553)",1
"(2294474268, 2294474219)",1
"(600597371, 2356794755)",1
"(3582943815, 414688718)",1
"(358928055, 1980805277)",1
"(5347213076, 5347213073)",1
"(4364321240, 1980805238)",2
"(358929807, 3582943798)",3
"(414688690, 358928055)",1
"(2093019980, 414688690)",2
"(3582943815, 3582943818)",2
"(3582943810, 3582943815)",2
"(358929807, 3582943805)",1
"(3582943805, 358929807)",1
"(6168025705, 5348067224)",1
"(4077508769, 414688718)",1
"(3582943815, 3582943810)",1
"(2089664699, 4077508769)",1
"(414688718, 414688690)",2
"(3582943815, 6168025705)",1
"(414688690, 414688718)",2
"(4077508769, 2089664693)",1
"(4364321240, 3582943810)",1
"(3582943805, 3582943810)",1
"(5341008762, 1980805277)",1
"(5348067224, 6168025705)",1
"(1980805238, 6168025705)",1
"(6168025705, 358928055)",1
"(1980805277, 358928055)",2
"(414688688, 414688690)",1
"(4077508769, 2089664699)",1
"(3582943805, 5347213073)",1
"(4684752054, 4631202587)",1
"(4684752054, 2588624222)",1
"(4631164661, 5235976033)",3
"(2588624222, 4684752054)",2
"(4684752054, 4684752026)",4
"(3850692582, 4684752054)",1
"(4631164675, 4684752026)",1
"(2586882215, 4631132004)",2
"(436794790, 3879556094)",1
"(4684752026, 4631164675)",1
"(4684752060, 4631164675)",2
"(4631164675, 4631164642)",1
"(4631164642, 4906912963)",1
"(4631132004, 4631202587)",1
"(4906912963, 4631164652)",1
"(4289349908, 2586882215)",4
"(436794790, 5235976033)",2
"(4684752026, 4684752054)",2
"(4631202587, 4631132004)",1
"(4684752060, 4631132004)",2
"(1829303765, 436794790)",1
"(4684752054, 3850692582)",1
"(4631132004, 4684752060)",1
"(4631164675, 4684752060)",1
"(6026406938, 2089653253)",2
"(437298373, 437298428)",2
"(437306406, 437306416)",1
"(5347213073, 2089664699)",3
"(2093023429, 2094030918)",2
"(414688938, 437298428)",2
"(2377083234, 437306416)",1
"(5347213075, 5347213073)",2
"(2377083234, 2089653253)",1
"(2089653253, 2377083234)",1
"(414688730, 768530221)",2
"(437306438, 768530221)",1
"(2088602856, 437306416)",1
"(2094030918, 2093023429)",2
"(2089656454, 414688938)",1
"(2094030918, 2089664699)",1
"(3582943800, 414688736)",2
"(437306438, 2377083234)",1
"(5347213073, 5347213075)",1
"(2088591238, 414688730)",1
"(437298428, 437298427)",1
"(2089653253, 2089664699)",1
"(437298427, 437306438)",1
"(2377083234, 437306438)",1
"(437298428, 437298373)",1
"(414688736, 5349017122)",1
"(5287038805, 5277000985)",3
"(5277000985, 2291480318)",1
"(5275160005, 5282264839)",1
"(5295421465, 5287038805)",1
"(4631204763, 5284932410)",1
"(5282264839, 5275160005)",1
"(5282264841, 5282264839)",1
"(5287038805, 5295421465)",2
"(4631204763, 5282264841)",3
"(436393902, 1988538691)",1
"(5295421465, 5284932410)",2
"(5284932410, 4631204763)",1
"(1988538675, 5287045374)",1
"(2291480318, 436393902)",2
"(5275160008, 5364054106)",1
"(5295850826, 5273036915)",1
"(5282264839, 5282264841)",1
"(1988538675, 5273036915)",2
"(5282264839, 5287038805)",2
"(5284932410, 436943855)",1
"(5282264841, 4631204763)",1
"(1988538675, 5295421465)",2
"(5275160005, 5277000985)",2
"(5287038806, 5364054106)",1
"(5287038805, 5282264839)",1
"(2093019980, 2093020471)",3
"(5172386466, 4054947893)",1
"(2093020471, 2093021221)",2
"(437306406, 2093023429)",2
"(2093020471, 2089664693)",1
"(2089664693, 2093023429)",1
"(4054947893, 358925467)",2
"(414688985, 2093021221)",4
"(5172386466, 414688985)",2
"(2089664693, 2093020471)",1
"(2093021221, 2089664693)",1
"(2093021221, 414688985)",1
"(2093019980, 2093022947)",1
"(4054947893, 5172386466)",2
"(4054947893, 2093022947)",1
"(2093021221, 2093020471)",2
"(3966746423, 5172385289)",1
"(2093022947, 4054947893)",2
"(437306406, 414688985)",1
"(358925467, 2093022947)",2
"(2093022947, 358925467)",1
"(414688985, 3966746423)",1
"(414688985, 5172386466)",1
"(414689960, 2153792925)",1
"(2153792925, 437301224)",3
"(437301224, 437301227)",2
"(437301224, 414689944)",3
"(437301227, 437301224)",4
"(2481184254, 2153792925)",1
"(2153792925, 2481184254)",2
"(437301224, 2153792925)",6
"(2153792925, 414689960)",4
"(414689950, 2481184254)",1
"(414689944, 437301224)",2
"(2481184254, 414689950)",2
"(2481184254, 2485207061)",2
"(2485207061, 2481184254)",2
"(3888599438, 2824497841)",4
"(3890216547, 3879719520)",1
"(1829303766, 3879719520)",2
"(3879719520, 1829303765)",3
"(2956211233, 3879719520)",4
"(2824497832, 3888599438)",1
"(3888599438, 2824497832)",2
"(2824501228, 3890216547)",2
"(5371188499, 3890217061)",1
"(3888599438, 2824496993)",1
"(2824497841, 3888599438)",1
"(2824501228, 3890217061)",1
"(1829303766, 1829303765)",1
"(3888599438, 2618197708)",1
"(3890216547, 2824501228)",1
"(3879719520, 3890216547)",2
"(5371188499, 2618197708)",3
"(3879719520, 1829303766)",1
"(3890217061, 2824497841)",1
"(3879556094, 2824496993)",2
"(2921165113, 2921177866)",3
"(2473268969, 6615447071)",1
"(2467797777, 2154226193)",3
"(4719723840, 2921177866)",5
"(2154226193, 2467797777)",2
"(2475039702, 2473268969)",3
"(2467797777, 414689950)",4
"(2473268969, 2154226193)",1
"(2921177866, 4719723840)",2
"(2921177866, 2921165113)",3
"(2473268969, 2475039702)",2
"(2154226193, 2486546915)",4
"(2486546915, 2154226193)",1
"(6615447071, 414689950)",1
"(436801374, 3087637699)",1
"(5318435365, 6789544587)",1
"(3087637699, 436801374)",4
"(732030910, 734789643)",4
"(1859559803, 846808337)",1
"(732030868, 5406399788)",3
"(436801374, 436876729)",1
"(732030926, 732030981)",2
"(3827257100, 5406500195)",2
"(846808337, 1859559803)",2
"(436843853, 3089745861)",1
"(734789661, 732030926)",1
"(5406399788, 732030839)",1
"(436876729, 4662808662)",2
"(732030868, 732030910)",1
"(436876729, 436801374)",2
"(5406500195, 732030868)",1
"(5406399786, 3827257100)",1
"(732030926, 732030969)",1
"(732030960, 732030910)",1
"(436840843, 436876729)",2
"(436660928, 436660952)",2
"(436660985, 436660952)",4
"(2311111181, 414693617)",1
"(414693579, 436660838)",3
"(414693617, 608351006)",1
"(436660985, 414693608)",4
"(2828250669, 608351006)",2
"(2311111181, 2311111174)",2
"(608351006, 2828250669)",2
"(414693608, 2311111181)",1
"(436660838, 436660928)",1
"(436660952, 436660985)",3
"(436660928, 414693617)",1
"(414693617, 2311111181)",2
"(436660985, 2315557966)",2
"(2311111174, 2311111181)",1
"(2315557965, 414693579)",1
"(414693617, 436660928)",1
"(2315557965, 436660985)",1
"(4695045504, 4695045529)",2
"(414689201, 4728968954)",3
"(2141595962, 2141596039)",1
"(3230872623, 4922022201)",1
"(4728968954, 414689201)",1
"(4695045503, 2141596014)",2
"(2141596080, 2141596039)",1
"(436809381, 414689201)",1
"(3414087837, 3414087838)",2
"(4728968954, 4777131201)",2
"(2141596006, 4695045503)",3
"(2938354331, 2141595962)",3
"(414685968, 414689201)",1
"(2141596017, 2141596080)",1
"(4695045520, 414689201)",1
"(2141596012, 2141596045)",1
"(436809381, 4728968954)",2
"(414689201, 4695045520)",1
"(2141595988, 2141596080)",1
"(4777131200, 4728968954)",1
"(2141595962, 4695045504)",1
"(414689201, 436809381)",1
"(2141596012, 2141596014)",1
"(734967790, 4338863085)",1
"(735144917, 735018752)",3
"(4324081851, 4324074107)",1
"(5428012261, 735018938)",3
"(734968360, 734969012)",3
"(4324074107, 4324086277)",3
"(735144917, 4324081851)",2
"(4324081851, 4324086277)",1
"(735018938, 3892882705)",1
"(735018752, 735018837)",3
"(3787790281, 5428012261)",1
"(4004282895, 3892882705)",1
"(5373732381, 735018752)",2
"(4324074107, 4324069349)",2
"(3605365337, 3892882705)",1
"(735018752, 735144917)",1
"(4324074107, 4324081835)",1
"(3892882705, 5299429030)",1
"(734968360, 5428012261)",1
"(4338863085, 734967790)",1
"(4324086277, 3892882705)",1
"(4089035181, 2293339066)",4
"(2103673499, 4774438057)",2
"(4331231236, 4331231229)",2
"(4774438057, 4331252200)",1
"(4809472043, 2293339066)",1
"(4331231229, 2154226195)",2
"(4774438057, 2103673499)",1
"(4331252381, 4331231231)",2
"(4331231231, 4089035181)",1
"(4331228715, 4331231231)",3
"(2154226195, 4809472043)",2
"(4331228715, 4331252381)",1
"(2293339066, 2486113151)",2
"(4331231200, 4331231236)",2
"(4331252200, 4331231200)",2
"(2486546915, 4774438057)",1
"(2103673499, 2154226195)",1
"(2486113151, 2293339066)",1
"(4331231229, 4331252200)",1
"(4809472043, 2154226195)",1
"(4654933415, 4684611437)",3
"(4654933415, 414683395)",1
"(1943132059, 5141276694)",1
"(1943132059, 1808903600)",1
"(4684611437, 436718879)",1
"(5141276694, 1943132070)",2
"(436692286, 436860986)",1
"(436860986, 436718879)",2
"(436858576, 414683395)",2
"(436718868, 436860986)",1
"(4654933415, 436860986)",2
"(436860986, 436692286)",2
"(1943132070, 4949967667)",2
"(414683395, 4654933415)",1
"(5141276694, 4949967671)",1
"(5030139137, 5030139148)",2
"(436718879, 4654933415)",1
"(4949967667, 4949967698)",1
"(1808903600, 1943132070)",1
"(5383275959, 1943132059)",1
"(436860986, 4654933415)",1
"(4949967657, 4949967667)",2
"(850491891, 414693502)",1
"(414693682, 414693712)",2
"(414693719, 850491636)",2
"(850491840, 2302019458)",2
"(414693702, 414693682)",2
"(2347386815, 2347386780)",2
"(414693682, 2826148996)",1
"(2302019458, 414693702)",1
"(414693706, 414693719)",1
"(414693702, 2302019458)",1
"(850491636, 850491840)",1
"(414693719, 414693502)",1
